freq,psd_x,psd_y,psd_z,psd_xyz
69.7,1.130e+06,2.602e+04,7.335e+03,1.164e+06
71.3,1.318e+06,3.543e+04,9.958e+03,1.363e+06
72.8,1.359e+06,3.298e+04,9.309e+03,1.402e+06
74.4,9.319e+05,2.335e+04,6.302e+03,9.615e+05
76.0,6.433e+05,2.090e+04,5.637e+03,6.699e+05
77.6,5.233e+05,1.802e+04,4.970e+03,5.463e+05
79.2,4.877e+05,2.249e+04,5.843e+03,5.161e+05
80.8,4.098e+05,3.105e+04,8.553e+03,4.494e+05
82.3,3.275e+05,3.930e+04,1.291e+04,3.798e+05
83.9,2.974e+05,4.967e+04,1.944e+04,3.665e+05
85.5,2.807e+05,5.572e+04,2.454e+04,3.610e+05
87.1,2.499e+05,4.888e+04,2.475e+04,3.235e+05
88.7,1.747e+05,3.271e+04,1.777e+04,2.251e+05
90.3,8.011e+04,1.365e+04,7.387e+03,1.012e+05
91.8,5.100e+04,3.789e+03,2.280e+03,5.706e+04
93.4,4.801e+04,2.136e+03,1.321e+03,5.147e+04
95.0,4.916e+04,5.519e+03,1.717e+03,5.639e+04
96.6,5.615e+04,2.166e+04,2.927e+03,8.074e+04
98.2,5.974e+04,6.110e+04,4.547e+03,1.254e+05
99.8,5.044e+04,9.024e+04,4.940e+03,1.456e+05
101.3,4.234e+04,8.494e+04,3.496e+03,1.308e+05
102.9,3.946e+04,7.366e+04,2.378e+03,1.155e+05
104.5,3.801e+04,7.247e+04,1.677e+03,1.122e+05
106.1,4.031e+04,7.898e+04,1.403e+03,1.207e+05
107.7,4.571e+04,7.748e+04,1.575e+03,1.248e+05
109.3,4.915e+04,6.076e+04,2.105e+03,1.120e+05
110.8,4.792e+04,3.860e+04,2.732e+03,8.926e+04
112.4,4.551e+04,2.609e+04,3.335e+03,7.493e+04
114.0,4.150e+04,2.010e+04,3.815e+03,6.542e+04
115.6,4.095e+04,1.918e+04,3.984e+03,6.412e+04
117.2,4.376e+04,2.040e+04,3.968e+03,6.814e+04
118.8,4.584e+04,2.525e+04,3.990e+03,7.507e+04
120.3,4.246e+04,3.063e+04,3.864e+03,7.695e+04
121.9,3.163e+04,2.522e+04,3.369e+03,6.021e+04
123.5,3.003e+04,1.440e+04,3.897e+03,4.833e+04
125.1,3.702e+04,7.638e+03,4.865e+03,4.952e+04
126.7,4.998e+04,1.014e+04,5.007e+03,6.512e+04
128.3,6.644e+04,2.439e+04,4.817e+03,9.565e+04
129.8,7.961e+04,4.886e+04,4.802e+03,1.333e+05
131.4,8.162e+04,6.550e+04,4.177e+03,1.513e+05
133.0,5.620e+04,5.003e+04,2.550e+03,1.088e+05
134.6,3.075e+04,3.568e+04,1.541e+03,6.798e+04
136.2,2.789e+04,5.319e+04,1.312e+03,8.239e+04
137.8,2.796e+04,7.173e+04,8.973e+02,1.006e+05
139.3,2.690e+04,6.948e+04,6.554e+02,9.704e+04
140.9,2.592e+04,6.104e+04,6.039e+02,8.756e+04
142.5,2.635e+04,5.053e+04,6.497e+02,7.753e+04
144.1,2.631e+04,3.948e+04,7.976e+02,6.659e+04
145.7,2.362e+04,2.519e+04,1.450e+03,5.026e+04
147.3,2.073e+04,2.463e+04,1.684e+03,4.705e+04
148.8,1.712e+04,2.312e+04,1.258e+03,4.151e+04
150.4,1.744e+04,2.578e+04,1.176e+03,4.440e+04
152.0,2.029e+04,3.078e+04,1.179e+03,5.224e+04
153.6,2.420e+04,3.169e+04,1.221e+03,5.712e+04
155.2,2.686e+04,3.276e+04,1.237e+03,6.085e+04
156.8,2.756e+04,3.605e+04,1.262e+03,6.488e+04
158.3,2.887e+04,3.770e+04,1.404e+03,6.796e+04
159.9,3.770e+04,3.594e+04,1.815e+03,7.545e+04
161.5,4.684e+04,3.609e+04,2.392e+03,8.532e+04
163.1,4.505e+04,3.703e+04,2.711e+03,8.480e+04
164.7,4.204e+04,3.562e+04,3.116e+03,8.078e+04
166.3,4.294e+04,3.866e+04,4.111e+03,8.572e+04
167.8,3.993e+04,4.351e+04,4.640e+03,8.808e+04
169.4,3.711e+04,4.874e+04,4.826e+03,9.067e+04
171.0,3.298e+04,4.753e+04,4.295e+03,8.481e+04
172.6,2.889e+04,3.981e+04,3.390e+03,7.210e+04
174.2,2.659e+04,3.997e+04,3.398e+03,6.996e+04
175.8,2.630e+04,3.788e+04,3.484e+03,6.767e+04
177.3,2.520e+04,2.482e+04,2.534e+03,5.256e+04
178.9,2.166e+04,1.200e+04,1.481e+03,3.514e+04
180.5,1.943e+04,7.192e+03,1.112e+03,2.774e+04
182.1,1.763e+04,5.877e+03,9.878e+02,2.450e+04
183.7,1.764e+04,6.791e+03,1.021e+03,2.545e+04
185.3,1.734e+04,6.061e+03,1.004e+03,2.441e+04
186.8,1.358e+04,4.695e+03,9.733e+02,1.925e+04
188.4,1.205e+04,4.518e+03,1.078e+03,1.765e+04
190.0,1.094e+04,4.152e+03,1.075e+03,1.617e+04
191.6,9.609e+03,3.739e+03,9.515e+02,1.430e+04
193.2,9.941e+03,3.783e+03,9.731e+02,1.470e+04
194.8,1.215e+04,4.304e+03,1.232e+03,1.769e+04
196.3,1.428e+04,5.321e+03,1.510e+03,2.111e+04
197.9,1.392e+04,6.537e+03,1.898e+03,2.235e+04
199.5,1.205e+04,7.403e+03,2.163e+03,2.161e+04
