freq,psd_x,psd_y,psd_z,psd_xyz
98.2,8.279e+03,7.997e+04,1.155e+04,9.981e+04
99.7,1.026e+04,9.887e+04,1.535e+04,1.245e+05
101.3,4.462e+03,7.516e+04,1.364e+04,9.325e+04
102.9,5.159e+03,5.508e+04,9.685e+03,6.992e+04
104.5,1.008e+04,7.488e+04,8.862e+03,9.382e+04
106.1,9.515e+03,1.232e+05,1.237e+04,1.451e+05
107.6,3.919e+03,1.022e+05,8.723e+03,1.148e+05
109.2,3.577e+03,7.031e+04,6.246e+03,8.013e+04
110.8,3.842e+03,6.400e+04,4.810e+03,7.265e+04
112.4,4.621e+03,4.466e+04,2.496e+03,5.178e+04
114.0,5.914e+03,2.890e+04,1.518e+03,3.633e+04
115.6,7.082e+03,2.029e+04,1.508e+03,2.888e+04
117.1,8.642e+03,1.452e+04,1.717e+03,2.487e+04
118.7,9.449e+03,1.141e+04,1.898e+03,2.276e+04
120.3,8.593e+03,1.117e+04,1.906e+03,2.167e+04
121.9,8.492e+03,1.201e+04,1.988e+03,2.249e+04
123.5,9.802e+03,1.531e+04,2.125e+03,2.723e+04
125.1,1.245e+04,1.807e+04,2.566e+03,3.308e+04
126.6,1.396e+04,1.673e+04,2.857e+03,3.355e+04
128.2,1.377e+04,1.753e+04,2.436e+03,3.373e+04
129.8,1.412e+04,2.522e+04,1.885e+03,4.123e+04
131.4,1.642e+04,3.755e+04,2.074e+03,5.604e+04
133.0,1.247e+04,3.274e+04,1.536e+03,4.674e+04
134.6,3.586e+03,1.837e+04,3.294e+02,2.229e+04
136.1,2.798e+03,1.872e+04,1.732e+02,2.169e+04
137.7,3.134e+03,1.981e+04,1.955e+02,2.314e+04
139.3,3.397e+03,1.967e+04,2.213e+02,2.329e+04
140.9,3.209e+03,1.968e+04,2.516e+02,2.314e+04
142.5,2.436e+03,1.945e+04,2.708e+02,2.215e+04
144.1,2.351e+03,1.877e+04,2.554e+02,2.138e+04
145.6,2.221e+03,1.957e+04,2.825e+02,2.207e+04
147.2,2.424e+03,2.107e+04,3.595e+02,2.385e+04
148.8,3.690e+03,2.062e+04,5.130e+02,2.482e+04
150.4,4.322e+03,1.680e+04,6.050e+02,2.173e+04
152.0,4.350e+03,1.028e+04,5.293e+02,1.516e+04
153.6,4.915e+03,6.655e+03,3.927e+02,1.196e+04
155.1,4.392e+03,6.246e+03,2.769e+02,1.091e+04
156.7,3.997e+03,6.113e+03,2.986e+02,1.041e+04
158.3,3.932e+03,6.908e+03,3.745e+02,1.121e+04
159.9,3.754e+03,8.566e+03,4.483e+02,1.277e+04
161.5,4.556e+03,1.119e+04,5.186e+02,1.627e+04
163.1,5.381e+03,1.105e+04,5.405e+02,1.697e+04
164.6,7.045e+03,8.671e+03,5.449e+02,1.626e+04
166.2,9.272e+03,7.905e+03,5.422e+02,1.772e+04
167.8,7.457e+03,9.354e+03,5.096e+02,1.732e+04
169.4,6.380e+03,8.724e+03,5.250e+02,1.563e+04
171.0,5.986e+03,7.095e+03,5.964e+02,1.368e+04
172.6,5.769e+03,5.771e+03,5.992e+02,1.214e+04
174.1,6.374e+03,5.592e+03,5.848e+02,1.255e+04
175.7,5.965e+03,5.751e+03,4.759e+02,1.219e+04
177.3,5.490e+03,5.995e+03,3.602e+02,1.185e+04
178.9,5.448e+03,6.349e+03,2.931e+02,1.209e+04
180.5,5.733e+03,6.807e+03,3.145e+02,1.285e+04
182.1,6.142e+03,8.054e+03,4.388e+02,1.464e+04
183.6,6.015e+03,9.862e+03,5.340e+02,1.641e+04
185.2,5.531e+03,1.262e+04,6.507e+02,1.880e+04
186.8,4.756e+03,1.375e+04,7.794e+02,1.929e+04
188.4,3.251e+03,1.347e+04,7.668e+02,1.749e+04
190.0,2.391e+03,1.178e+04,6.722e+02,1.484e+04
191.6,2.223e+03,1.090e+04,5.759e+02,1.370e+04
193.1,2.355e+03,1.103e+04,5.294e+02,1.392e+04
194.7,2.247e+03,1.028e+04,5.269e+02,1.306e+04
196.3,2.040e+03,9.031e+03,5.295e+02,1.160e+04
197.9,2.157e+03,8.787e+03,6.306e+02,1.158e+04
199.5,2.662e+03,1.019e+04,7.933e+02,1.365e+04
