freq,psd_x,psd_y,psd_z,psd_xyz
110.8,5.064e+04,1.858e+04,1.733e+03,7.095e+04
112.4,5.452e+04,1.639e+04,3.327e+03,7.424e+04
114.0,5.320e+04,1.155e+04,4.438e+03,6.919e+04
115.6,5.345e+04,9.610e+03,5.213e+03,6.828e+04
117.1,6.366e+04,9.607e+03,6.037e+03,7.931e+04
118.7,6.869e+04,7.218e+03,6.197e+03,8.211e+04
120.3,5.979e+04,6.533e+03,5.972e+03,7.229e+04
121.9,6.339e+04,7.811e+03,6.890e+03,7.809e+04
123.5,7.668e+04,1.057e+04,8.321e+03,9.557e+04
125.1,9.052e+04,7.860e+03,8.500e+03,1.069e+05
126.6,1.125e+05,3.881e+03,8.031e+03,1.244e+05
128.2,1.392e+05,2.781e+03,6.779e+03,1.487e+05
129.8,1.687e+05,3.304e+03,5.882e+03,1.779e+05
131.4,1.745e+05,4.490e+03,4.984e+03,1.839e+05
133.0,1.097e+05,5.546e+03,3.885e+03,1.191e+05
134.6,3.217e+04,7.349e+03,3.488e+03,4.301e+04
136.1,2.263e+04,7.874e+03,3.263e+03,3.377e+04
137.7,2.277e+04,9.902e+03,3.194e+03,3.587e+04
139.3,2.189e+04,2.032e+04,3.534e+03,4.575e+04
140.9,2.000e+04,3.325e+04,3.402e+03,5.666e+04
142.5,1.843e+04,4.080e+04,2.913e+03,6.214e+04
144.1,1.769e+04,5.621e+04,3.073e+03,7.697e+04
145.6,1.691e+04,6.733e+04,3.695e+03,8.794e+04
147.2,1.443e+04,6.882e+04,3.886e+03,8.714e+04
148.8,1.173e+04,6.259e+04,3.856e+03,7.818e+04
150.4,1.045e+04,5.937e+04,4.342e+03,7.416e+04
152.0,1.185e+04,6.033e+04,4.615e+03,7.680e+04
153.5,1.372e+04,5.708e+04,4.695e+03,7.549e+04
155.1,1.395e+04,5.941e+04,4.810e+03,7.817e+04
156.7,1.284e+04,6.866e+04,4.725e+03,8.622e+04
158.3,1.384e+04,8.022e+04,4.493e+03,9.855e+04
159.9,1.440e+04,9.057e+04,4.746e+03,1.097e+05
161.5,1.554e+04,9.793e+04,6.398e+03,1.199e+05
163.0,1.716e+04,9.357e+04,8.084e+03,1.188e+05
164.6,2.132e+04,7.987e+04,8.610e+03,1.098e+05
166.2,2.921e+04,6.189e+04,8.284e+03,9.939e+04
167.8,3.943e+04,4.514e+04,7.824e+03,9.239e+04
169.4,4.408e+04,3.134e+04,7.781e+03,8.320e+04
171.0,4.505e+04,2.709e+04,9.269e+03,8.141e+04
172.5,4.058e+04,2.730e+04,1.079e+04,7.866e+04
174.1,3.713e+04,2.695e+04,1.174e+04,7.582e+04
175.7,3.573e+04,2.411e+04,1.183e+04,7.167e+04
177.3,3.604e+04,1.892e+04,9.985e+03,6.494e+04
178.9,3.483e+04,1.616e+04,7.998e+03,5.899e+04
180.5,3.118e+04,1.487e+04,6.744e+03,5.279e+04
182.0,2.732e+04,1.404e+04,5.814e+03,4.717e+04
183.6,2.467e+04,1.324e+04,5.262e+03,4.317e+04
185.2,2.434e+04,1.252e+04,5.090e+03,4.195e+04
186.8,2.349e+04,1.095e+04,5.052e+03,3.949e+04
188.4,2.062e+04,8.359e+03,4.519e+03,3.350e+04
190.0,1.538e+04,5.247e+03,3.454e+03,2.408e+04
191.5,1.176e+04,3.676e+03,2.778e+03,1.821e+04
193.1,1.026e+04,3.824e+03,2.878e+03,1.696e+04
194.7,8.098e+03,4.015e+03,3.120e+03,1.523e+04
196.3,6.390e+03,4.337e+03,3.010e+03,1.374e+04
197.9,5.642e+03,4.804e+03,3.146e+03,1.359e+04
199.5,5.192e+03,5.571e+03,3.575e+03,1.434e+04
